item_id,order_id,item_name,quantity,unit_price
493,1222,Mutton Biryani,2,280.35
494,1223,Garlic Bread,1,125.71
495,1223,Farmhouse,1,435.34
496,1224,Margherita,1,286.54
497,1224,Chicken Supreme,1,475.35
498,1225,Sev Puri,1,97.55
499,1225,Pav Bhaji,1,149.8
500,1225,Vada Pav,1,37.97
501,1226,Margherita Pizza,2,371.27
502,1227,Cheeseburger,2,250.85
503,1227,Onion Rings,1,132.24
504,1227,Hot Dog,2,180.44
505,1228,Veg Fried Rice,1,195.37
506,1229,Pepperoni Pizza,1,442.91
507,1230,Masala Chai,2,38.03
508,1230,Fresh Juice,1,104.9
509,1231,Roti,1,27.49
510,1232,Roti,1,25.27
511,1232,Naan,1,42.5
512,1233,Rasmalai,2,105.03
513,1234,Sev Puri,2,92.73
514,1234,Vada Pav,2,38.01
515,1234,Bhel Puri,1,80.74
516,1234,Pav Bhaji,2,140.63
517,1235,Dal Makhani,1,234.94
518,1235,Naan,1,41.1
519,1236,Garlic Bread,3,133.97
520,1236,Lasagna,1,344.02
521,1236,Margherita Pizza,1,315.02
522,1237,Butter Chicken,1,348.41
523,1237,Dal Makhani,1,205.16
524,1238,Club Sandwich,1,258.68
525,1238,Caesar Salad,2,239.88
526,1238,Grilled Sandwich,3,190.05
527,1239,Uttapam,2,139.43
528,1239,Upma,2,86.84
529,1239,Idli Sambar,1,90.38
530,1240,Rasmalai,1,104.67
531,1240,Gulab Jamun,1,83.16
532,1241,Pasta,1,281.53
533,1242,Chicken Burger,2,174.87
534,1242,Veg Burger,1,109.23
535,1243,Uttapam,1,141.22
536,1243,Masala Dosa,1,146.25
537,1244,Naan,1,38.36
538,1245,Pasta Alfredo,1,291.15
539,1246,Masala Dosa,3,143.32
540,1246,Upma,1,73.48
541,1247,Cheese Burger,1,231.87
542,1247,Veg Burger,1,115.98
543,1248,Pav Bhaji,2,132.26
544,1248,Pani Puri,2,54.64
545,1249,Paneer Tikka,1,254.25
546,1249,Jeera Rice,1,159.59
547,1249,Dal Makhani,2,221.08
548,1250,Rasmalai,2,110.28
549,1250,Cheesecake,1,210.8
550,1251,Chicken Kebab,3,302.83
551,1251,Rumali Roti,1,36.55
552,1252,Rumali Roti,1,35.02
553,1253,Veg Burger,1,122.87
554,1253,Chicken Burger,2,194.67
555,1253,Cheese Burger,1,225.7
556,1253,Coke,1,83.95
557,1254,Butter Chicken,1,306.07
558,1254,Dal Makhani,1,215.49
559,1255,Namkeen,2,61.1
560,1255,Pakoda,1,90.82
561,1255,Kachori,2,34.78
562,1256,Schezwan Rice,1,195.19
563,1256,Spring Rolls,1,163.8
564,1256,Hakka Noodles,1,153.72
565,1257,Pasta,1,272.71
566,1257,Grilled Sandwich,1,185.59
567,1257,Caesar Salad,1,221.24
568,1258,Pasta,1,288.32
569,1259,Mojito,2,144.82
570,1259,Cold Coffee,1,126.77
571,1260,Samosa,1,27.15
572,1261,Sev Puri,1,95.7
573,1261,Pav Bhaji,2,139.36
574,1261,Bhel Puri,1,73.83
575,1262,Masala Dosa,1,149.36
576,1262,Vada,1,64.51
577,1262,Idli Sambar,2,98.49
578,1263,Veg Roll,2,113.3
579,1263,Paneer Roll,3,137.4
580,1263,Egg Roll,1,125.47
581,1263,Chicken Roll,1,183.94
582,1264,Hakka Noodles,1,169.82
583,1264,Veg Fried Rice,1,186.39
584,1265,Pakoda,1,86.68
585,1265,Namkeen,1,59.35
586,1265,Samosa,2,30.68
587,1266,Lasagna,1,351.9
588,1266,Pepperoni Pizza,1,447.63
589,1266,Garlic Bread,1,130.35
590,1267,Club Sandwich,2,254.37
591,1267,Pasta,2,303.56
592,1268,Chicken Burger,1,193.99
593,1268,Veg Burger,2,127.36
594,1269,Samosa,1,31.97
595,1270,Veg Burger,2,116.63
596,1270,Cheese Burger,1,198.13
597,1270,Fries,1,97.89
598,1270,Chicken Burger,1,188.82
599,1271,Salan,1,57.1
600,1272,Egg Roll,2,126.48
601,1272,Veg Roll,1,114.92
602,1272,Chicken Roll,1,165.86
603,1273,Pasta,1,291.23
604,1274,Caesar Salad,1,206.35
605,1274,Mushroom Soup,1,148.35
606,1274,Pasta,1,280.85
607,1275,Bhel Puri,3,82.77
608,1275,Pav Bhaji,2,148.99
609,1276,Garlic Bread,1,124.15
610,1276,Lasagna,2,395.01
611,1276,Pepperoni Pizza,1,465.65
612,1277,Mojito,1,172.07
613,1277,Lassi,3,77.59
614,1277,Masala Chai,1,42.8
615,1277,Fresh Juice,1,104.34
616,1278,Sheekh Kebab,3,233.28
617,1278,Korma,2,305.89
618,1279,Veg Roll,1,110.38
619,1279,Chicken Roll,1,165.66
620,1280,Pasta,2,312.59
621,1280,Mushroom Soup,1,159.23
622,1280,Caesar Salad,2,240.38
623,1281,Lasagna,1,398.61
624,1281,Margherita Pizza,2,361.74
625,1281,Garlic Bread,1,147.18
626,1282,Ice Cream,2,128.55
627,1282,Rasmalai,1,107.05
628,1283,Bhel Puri,1,87.87
629,1284,Veg Burger,2,118.22
630,1284,Coke,1,78.87
631,1284,Chicken Burger,1,176.25
632,1285,Fries,2,95.86
633,1285,Coke,1,74.13
634,1285,Veg Burger,2,127.18
635,1285,Chicken Burger,2,174.41
636,1286,Pasta Alfredo,2,350.9
637,1286,Pepperoni Pizza,1,438.87
638,1287,Fries,1,95.13
639,1287,Cheese Burger,1,200.69
640,1288,Samosa,1,31.5
641,1288,Kachori,3,37.79
642,1289,Peppy Paneer,1,393.4
643,1290,Jeera Rice,2,161.41
644,1290,Dal Makhani,1,239.03
645,1291,Upma,1,79.77
646,1292,Rumali Roti,1,35.98
647,1292,Chicken Kebab,1,303.4
648,1293,Cheeseburger,1,248.36
649,1294,BBQ Wings,2,324.51
650,1294,Fries,1,126.64
651,1295,Pani Puri,1,61.84
652,1295,Sev Puri,1,82.03
653,1296,Pasta Alfredo,1,297.05
654,1296,Pepperoni Pizza,2,465.34
655,1296,Lasagna,2,367.79
656,1297,Sev Puri,3,90.46
657,1297,Vada Pav,1,42.32
658,1298,Pepperoni Pizza,2,436.33
659,1298,Lasagna,1,409.58
660,1298,Margherita Pizza,1,366.37
661,1299,Paneer Roll,2,133.87
662,1299,Chicken Roll,2,177.18
663,1299,Veg Roll,1,106.8
664,1299,Egg Roll,3,120.74
665,1300,Fries,3,103.86
666,1300,Chicken Burger,1,166.06
667,1301,Cheeseburger,2,250.22
668,1301,Hot Dog,1,168.57
669,1301,Onion Rings,1,130.92
670,1302,Veg Biryani,1,171.81
671,1302,Mutton Biryani,1,297.26
672,1303,Vada Pav,1,36.73
673,1303,Pav Bhaji,2,134.08
674,1304,Margherita Pizza,1,355.83
675,1304,Lasagna,2,386.64
676,1305,Farmhouse,1,390.5
677,1305,Garlic Bread,1,128.98
678,1306,Ice Cream,2,125.48
679,1306,Cheesecake,1,207.61
680,1306,Brownie,1,157.95
681,1307,Fries,1,116.46
682,1308,Masala Dosa,1,147.3
683,1308,Idli Sambar,3,107.95
684,1308,Vada,2,58.02
685,1309,Naan,1,36.14
686,1309,Jeera Rice,1,159.04
687,1310,Veg Burger,1,120.54
688,1310,Fries,2,98.54
689,1311,Pakoda,1,94.89
690,1311,Namkeen,1,65.16
691,1312,Fresh Juice,2,92.44
692,1312,Masala Chai,1,37.28
693,1313,Cheeseburger,3,253.53
694,1313,Hot Dog,2,170.11
695,1314,Vada Pav,2,41.87
696,1314,Pani Puri,1,56.78
697,1315,Pav Bhaji,1,149.23
698,1316,Pakoda,2,82.71
699,1317,Tempura,1,379.04
700,1317,Sushi Platter,2,678.8
701,1318,Lasagna,1,386.98
702,1319,Hakka Noodles,3,186.51
703,1320,Uttapam,1,121.04
704,1320,Upma,1,79.15
705,1320,Vada,1,56.95
706,1321,Kachori,1,34.54
707,1322,Fries,1,119.19
708,1322,Hot Dog,1,193.33
709,1322,Onion Rings,1,139.96
710,1323,Samosa,3,29.13
711,1323,Namkeen,2,59.96
712,1323,Kachori,3,35.09
713,1324,Hakka Noodles,1,173.58
714,1324,Chicken Manchurian,1,235.33
715,1325,Lasagna,2,391.74
716,1325,Margherita Pizza,1,379.52
717,1325,Garlic Bread,2,139.86
718,1326,Coke,2,84.15
719,1327,Pepperoni Pizza,1,415.38
720,1327,Pasta Alfredo,1,289.8
721,1327,Margherita Pizza,3,354.37
722,1328,Pasta Alfredo,2,330.64
723,1328,Pepperoni Pizza,1,412.12
724,1328,Lasagna,1,364.18
725,1329,Upma,1,76.9
726,1329,Vada,1,59.95
727,1330,Spring Rolls,2,169.84
728,1330,Schezwan Rice,2,206.23
729,1331,Fresh Juice,2,101.2
730,1331,Mojito,2,163.53
731,1332,Chicken Roll,1,167.81
732,1332,Egg Roll,3,129.49
733,1333,Gulab Jamun,3,92.41
734,1333,Brownie,1,148.41
735,1334,Pepperoni Pizza,2,465.18
736,1335,Onion Rings,1,129.01
737,1335,Hot Dog,3,163.33
738,1336,Ramen,1,384.95
739,1337,Fries,3,112.52
740,1338,Chicken Supreme,1,537.76
741,1338,Margherita,1,309.88
742,1339,Masala Chai,3,41.65
743,1339,Cold Coffee,1,144.74
744,1340,Sev Puri,1,94.58
745,1341,Chicken Manchurian,1,227.65
746,1342,Ramen,1,349.25
747,1342,Sushi Platter,1,620.57
748,1342,Tempura,2,451.58
749,1343,Chicken Supreme,1,472.64
750,1344,Kachori,1,36.94
751,1344,Dhokla,2,74.8
752,1345,Veg Roll,1,107.73
753,1346,Dhokla,1,85.41
754,1346,Kachori,1,33.72
755,1347,Veg Biryani,2,187.91
756,1347,Chicken Biryani,2,207.66
757,1347,Salan,1,55.1
758,1347,Mutton Biryani,1,338.24
759,1348,Cheese Burger,2,211.14
760,1348,Chicken Burger,3,185.51
761,1349,Pepperoni Pizza,2,467.62
762,1349,Margherita Pizza,3,371.92
763,1350,Egg Roll,1,116.78
764,1350,Veg Roll,1,104.22
765,1350,Paneer Roll,1,135.51
