order_id,customer_id,restaurant_id,order_date,total_amount,status,delivery_time
1106,614,208,2024-11-06,736.02,Delivered,46
1107,450,101,2024-12-20,422.38,Delivered,30
1108,985,289,2024-06-18,1230.18,Delivered,28
1109,820,148,2024-01-04,607.94,Delivered,37
1110,62,243,2024-11-18,716.57,Delivered,17
1111,1998,108,2024-11-18,343.81,Delivered,61
1112,357,187,2024-05-05,349.96,Delivered,26
1113,1727,168,2024-01-11,1264.02,Delivered,39
1114,1342,129,2024-11-13,527.1,Delivered,38
1115,1658,196,2024-09-26,1467.94,Delivered,60
1116,134,131,2024-12-29,283.11,Delivered,27
1117,1091,197,2024-06-11,939.37,Delivered,17
1118,1563,258,2024-10-01,511.86,Delivered,35
1119,507,114,2024-05-23,1321.99,Pending,
1120,1984,250,2024-04-17,1118.22,Cancelled,
1121,1620,270,2024-03-26,812.06,Pending,
1122,767,228,2024-04-01,550.55,Delivered,48
1123,1423,224,2024-09-10,763.26,Delivered,55
1124,1887,250,2024-04-16,407.34,Delivered,43
1125,1768,161,2024-06-05,695.03,Delivered,51
1126,322,196,2024-11-05,288.06,Delivered,33
1127,911,233,2024-10-25,157.6,Pending,
1128,1273,187,2024-08-27,705.51,Delivered,66
1129,1019,182,2024-11-01,351.39,Delivered,31
1130,1322,120,2024-02-12,512.32,Pending,
1131,1051,240,2024-05-21,1397.25,Delivered,22
1132,147,193,2024-11-12,567.26,Delivered,31
1133,620,291,2024-12-15,1283.63,Delivered,60
1134,1238,136,2024-10-05,1377.34,Delivered,64
1135,614,173,2024-07-25,1424.14,Delivered,45
1136,1340,232,2025-06-15,1311.65,Delivered,29
1137,1482,292,2024-11-14,822.16,Pending,
1138,1552,220,2024-08-24,576.92,Delivered,35
1139,1733,149,2024-12-23,684.76,Cancelled,
1140,922,243,2024-11-08,908.51,Delivered,34
1141,1932,289,2024-12-21,1022.39,Delivered,36
1142,462,208,2024-07-25,1167.98,Pending,
1143,614,184,2024-10-17,1199.5,Delivered,24
1144,1952,185,2024-11-04,1379.25,Delivered,39
1145,419,201,2024-11-24,363.67,Delivered,36
1146,1167,216,2024-06-04,230.54,Delivered,58
1147,1133,146,2024-12-14,944.71,Delivered,26
1148,408,118,2024-07-16,497.34,Delivered,33
1149,1351,235,2024-11-03,616.11,Delivered,25
1150,670,206,2024-02-26,280.79,Delivered,45
1151,1522,118,2024-04-15,281.91,Delivered,34
1152,886,282,2024-03-22,945.19,Delivered,52
1153,416,229,2024-08-22,485.62,Delivered,24
1154,913,117,2024-11-05,1230.59,Pending,
1155,674,246,2024-08-23,747.77,Delivered,62
1156,187,174,2024-08-21,585.49,Delivered,40
1157,1256,145,2024-04-01,1359.95,Delivered,44
1158,788,269,2024-12-06,233.75,Delivered,30
1159,1814,141,2024-12-10,-852.83,Delivered,59
1160,1488,285,2024-09-09,675.79,Pending,
1161,249,195,2024-11-06,806.15,Delivered,41
1162,924,143,2024-12-02,162.49,Delivered,19
1163,1309,278,2024-08-24,633.62,Delivered,69
1164,399,202,2024-11-16,260.56,Delivered,35
1165,1373,292,2024-08-24,195.53,Pending,
1166,1346,163,2024-08-12,296.36,Delivered,68
1167,331,144,2024-11-06,240.72,Delivered,22
1168,1095,290,2024-02-09,1039.95,Delivered,58
1169,560,140,2024-04-01,403.34,Delivered,58
1170,1091,156,2024-01-25,1271.1,Pending,
1171,1313,270,2024-02-22,646.87,Delivered,43
1172,108,254,2024-12-19,628.35,Delivered,30
1173,768,162,2024-11-01,690.36,Delivered,36
1174,1681,150,2024-02-02,408.79,Delivered,66
1175,1711,271,2024-11-10,161.62,Pending,
1176,221,184,2024-12-10,365.37,Delivered,49
1177,810,210,2024-11-13,248.24,Delivered,26
1178,31,203,2024-01-07,644.86,Cancelled,
1179,451,117,2024-05-22,1009.92,Delivered,17
1180,138,156,2024-11-02,799.41,Delivered,60
1181,1099,246,2024-12-31,232.64,Delivered,55
1182,1427,200,2024-12-21,286.1,Delivered,55
1183,1560,277,2024-12-24,1032.92,Delivered,36
1184,37,256,2024-08-17,635.32,Delivered,47
1185,1204,281,2024-04-29,129.7,Delivered,34
1186,485,289,2024-05-04,967.67,Delivered,23
1187,768,228,2024-11-09,626.05,Delivered,30
1188,1892,286,2024-08-15,-1134.96,Delivered,23
1189,570,182,2024-01-21,829.22,Delivered,56
1190,1665,174,2024-04-27,1285.71,Delivered,36
1191,497,153,2024-12-06,1483.73,Delivered,53
1192,1788,198,2024-04-03,719.31,Delivered,19
1193,1782,226,2024-11-12,172.95,Delivered,28
1194,258,124,2024-12-05,1263.71,Delivered,30
1195,1040,121,2024-08-27,536.05,Delivered,30
1196,869,146,2024-06-04,499.49,Cancelled,
1197,1982,263,2024-12-25,1193.8,Delivered,38
1198,816,197,2024-11-28,691.78,Delivered,63
1199,320,224,2024-11-24,698.36,Delivered,63
1200,1857,177,2024-03-19,873.99,Delivered,31
1201,780,219,2024-11-18,625.21,Cancelled,
1202,148,186,2024-11-30,374.0,Delivered,15
1203,27,229,2024-07-10,788.04,Delivered,40
1204,1988,291,2024-09-07,530.94,Delivered,41
1205,1813,110,2024-03-04,638.76,Delivered,27
1206,1563,212,2024-06-27,813.45,Cancelled,
1207,1301,277,2024-01-30,1011.27,Delivered,62
1208,506,163,2024-07-04,983.33,Delivered,59
1209,1364,266,2024-12-08,737.66,Delivered,31
1210,507,255,2024-12-05,1278.12,Delivered,22
1211,1579,124,2024-07-15,656.73,Delivered,48
1212,1864,149,2024-03-25,1261.65,Delivered,59
1213,619,229,2024-12-03,1341.31,Delivered,61
1214,843,293,2024-02-15,252.98,Delivered,67
1215,293,169,2024-07-22,1078.61,Delivered,25
1216,1672,226,2024-11-04,1183.24,Delivered,48
1217,854,268,2024-11-27,338.89,Delivered,26
1218,1442,135,2024-11-11,803.66,Delivered,43
1219,1162,155,2024-11-03,1149.88,Delivered,31
1220,1848,205,2024-11-15,252.87,Delivered,20
1221,601,122,2024-05-21,189.97,Delivered,52
1222,481,223,2024-02-21,113.31,Delivered,63
1223,1957,102,2024-01-22,235.58,Pending,
1224,1622,102,2024-09-23,1481.66,Delivered,46
1225,970,294,2024-11-27,571.17,Delivered,35
1226,1673,162,2024-12-06,657.86,Delivered,37
1227,1789,185,2024-01-02,739.69,Delivered,61
1228,1711,136,2024-11-07,1316.61,Delivered,59
1229,1539,164,2024-11-12,1060.66,Cancelled,
1230,1055,206,2024-01-02,1480.65,Delivered,16
1231,1298,193,2024-06-15,1049.1,Delivered,53
1232,993,203,2024-02-11,587.67,Cancelled,
1233,1349,280,2024-07-16,511.41,Delivered,60
1234,294,234,2024-09-15,144.44,Cancelled,
1235,1632,123,2024-12-13,1494.83,Cancelled,
1236,345,215,2024-09-03,1027.7,Delivered,30
1237,434,144,2024-12-03,1079.87,Delivered,42
1238,1466,108,2024-12-29,557.1,Delivered,64
1239,575,157,2024-12-06,766.82,Delivered,57
1240,279,237,2024-09-08,226.62,Delivered,70
1241,459,248,2024-11-03,190.53,Delivered,39
1242,1865,284,2024-07-14,1015.49,Pending,
1243,1979,212,2024-04-24,462.73,Delivered,20
1244,229,123,2024-12-07,1412.09,Delivered,51
1245,754,133,2024-07-13,907.68,Delivered,34
1246,127,252,2024-07-17,1471.79,Delivered,64
1247,748,274,2024-03-05,827.65,Delivered,21
1248,810,103,2024-08-23,542.3,Delivered,68
1249,449,228,2024-03-16,942.05,Delivered,62
1250,1363,280,2024-11-20,532.45,Delivered,32
1251,1737,281,2024-11-19,1260.16,Cancelled,
1252,597,281,2024-01-31,1473.6,Delivered,24
1253,1696,284,2024-12-16,1408.21,Delivered,59
1254,1507,114,2024-04-01,1299.49,Delivered,34
1255,1670,269,2024-03-22,1487.49,Pending,
1256,804,187,2024-08-30,1486.44,Delivered,40
1257,148,236,2024-05-24,1074.93,Delivered,59
1258,1754,241,2024-03-08,552.79,Delivered,69
1259,1915,282,2024-12-11,329.17,Delivered,43
1260,1426,224,2024-11-09,393.67,Delivered,62
1261,1334,103,2024-10-21,242.73,Delivered,39
1262,1947,210,2024-03-27,1396.38,Delivered,37
1263,1996,222,2024-11-03,264.29,Pending,
1264,1332,187,2024-03-17,977.76,Delivered,30
1265,70,131,2024-12-01,523.77,Delivered,56
1266,1527,197,2024-12-09,1021.93,Cancelled,
1267,1772,267,2024-11-19,1014.47,Delivered,15
1268,246,130,2024-12-01,997.97,Pending,
1269,,106,2024-10-20,771.3,Delivered,65
1270,1215,147,2024-11-26,1083.83,Delivered,51
1271,257,126,2024-12-15,1372.43,Pending,
1272,379,204,2024-01-11,651.32,Pending,
1273,1605,236,2024-09-22,1272.0,Pending,
1274,1462,267,2024-12-18,390.45,Delivered,26
1275,1766,254,2024-01-03,876.61,Delivered,22
1276,81,133,2024-11-30,325.69,Pending,
1277,526,293,2024-11-07,808.61,Delivered,49
1278,352,209,2024-12-02,100.12,Delivered,17
1279,1938,233,2024-05-30,1022.82,Cancelled,
1280,287,248,2024-06-09,831.73,Delivered,53
1281,1103,231,2024-11-06,1027.66,Delivered,30
1282,76,149,2024-12-24,1265.68,Delivered,53
1283,1131,156,2024-05-22,279.89,Delivered,19
1284,1127,166,2025-06-15,1365.12,Delivered,44
1285,171,166,2024-12-21,300.54,Delivered,19
1286,1290,288,2024-12-10,1075.52,Delivered,60
1287,763,245,2024-09-18,946.92,Delivered,67
1288,315,181,2024-08-10,630.52,Delivered,19
1289,554,132,2024-12-16,867.72,Delivered,36
1290,1312,123,2024-06-19,1189.3,Delivered,70
1291,1635,158,2024-11-06,628.02,Delivered,39
1292,1950,127,2024-03-04,346.02,Delivered,52
1293,1683,226,2024-11-22,1080.64,Delivered,50
1294,556,256,2024-11-03,339.05,Delivered,26
1295,707,290,2024-09-29,872.34,Delivered,45
1296,1214,133,2024-12-13,818.99,Delivered,57
1297,259,137,2024-05-16,174.01,Delivered,60
1298,1593,164,2024-08-02,1089.5,Delivered,43
1299,725,220,2024-05-21,1433.66,Pending,
1300,1929,284,2024-04-27,527.26,Delivered,34
1301,833,298,2024-11-05,988.55,Delivered,61
1302,492,124,2024-11-03,218.42,Delivered,50
1303,1904,227,2024-01-06,1447.03,Delivered,58
1304,1042,288,2024-12-01,821.02,Pending,
1305,1430,132,2024-11-11,366.26,Delivered,60
1306,871,280,2024-06-25,441.92,Pending,
1307,1401,256,2024-11-28,1450.51,Pending,
1308,1851,158,2024-11-23,1275.17,Pending,
1309,724,114,2024-07-13,338.68,Delivered,36
1310,1872,274,2024-12-04,1291.09,Delivered,33
1311,613,224,2024-11-13,103.13,Delivered,28
1312,1891,179,2024-11-25,821.74,Delivered,44
1313,1828,259,2024-01-30,598.04,Cancelled,
1314,673,177,2024-01-03,589.61,Delivered,40
1315,727,103,2024-12-01,376.56,Pending,
1316,1054,140,2024-09-06,109.67,Delivered,29
1317,964,202,2024-07-05,699.68,Delivered,49
1318,1663,169,2024-11-28,1018.79,Cancelled,
1319,332,136,2024-08-10,108.13,Delivered,22
1320,389,173,2024-11-25,689.48,Delivered,17
1321,329,271,2024-11-30,1443.58,Delivered,22
1322,863,226,2024-12-15,1100.05,Delivered,63
1323,1566,300,2024-09-13,1116.39,Delivered,23
1324,225,128,2024-03-05,317.76,Pending,
1325,28,297,2024-01-27,1049.63,Delivered,42
1326,2000,253,2024-08-10,772.27,Delivered,46
1327,170,295,2024-11-12,313.49,Pending,
1328,383,164,2024-11-07,1309.83,Delivered,57
1329,1681,210,2024-12-15,1195.8,Delivered,59
1330,1496,229,2024-04-06,1489.57,Delivered,29
1331,247,134,2024-05-20,1486.56,Delivered,42
1332,37,258,2024-12-25,171.34,Delivered,48
1333,628,280,2024-04-28,410.49,Delivered,45
1334,126,231,2024-01-27,526.01,Delivered,38
1335,575,190,2024-05-06,547.78,Delivered,26
1336,84,101,2024-12-17,550.3,Delivered,45
1337,574,256,2024-11-11,453.17,Cancelled,
1338,745,186,2024-11-06,1036.53,Pending,
1339,1578,134,2024-12-17,1234.05,Pending,
1340,1239,196,2024-11-17,394.05,Delivered,20
1341,1817,128,2024-12-17,942.57,Delivered,52
1342,1984,268,2024-04-08,1086.52,Delivered,19
1343,1929,240,2024-06-03,1115.49,Delivered,49
1344,1477,140,2024-11-12,685.5,Delivered,63
1345,1748,244,2024-07-06,727.88,Delivered,42
1346,139,224,2024-09-14,1207.24,Delivered,53
1347,562,279,2024-05-28,163.62,Delivered,65
1348,1992,278,2024-12-22,656.49,Pending,
1349,1783,232,2024-03-25,712.84,Pending,
1350,787,244,2024-07-24,950.11,Delivered,26
1351,8,141,2024-10-30,1075.41,Pending,
1352,933,229,2024-09-25,462.37,Delivered,33
1353,1451,169,2024-03-28,413.5,Pending,
1354,488,175,2024-11-09,1418.86,Delivered,23
1355,554,114,2024-05-07,1485.35,Delivered,49
1356,238,101,2024-11-19,947.22,Delivered,35
1357,171,281,2024-05-15,1110.91,Delivered,54
1358,604,184,2024-11-16,1242.29,Delivered,29
1359,1497,172,2024-11-01,852.34,Delivered,61
1360,1528,277,2024-11-30,460.28,Pending,
1361,423,214,2024-11-17,385.49,Delivered,24
1362,914,160,2024-08-10,616.1,Cancelled,
1363,192,227,2024-11-11,1241.84,Delivered,27
1364,1167,226,2024-04-02,1006.59,Delivered,34
1365,334,146,2024-12-17,950.95,Delivered,24
1366,148,210,2024-12-28,1003.17,Delivered,21
1367,1484,235,2024-12-18,1231.19,Delivered,39
1368,787,106,2024-10-31,1168.82,Delivered,23
1369,509,298,2024-11-09,1414.04,Delivered,65
1370,1980,103,2024-02-24,859.32,Delivered,69
1371,1449,122,2024-11-30,1163.54,Cancelled,
1372,1671,142,2024-11-30,316.32,Delivered,49
1373,1418,169,2024-03-04,129.69,Delivered,21
1374,1116,176,2024-12-26,1271.08,Delivered,15
1375,1869,158,2024-11-27,639.54,Delivered,56
1376,588,158,2024-12-16,638.64,Delivered,46
1377,348,129,2024-12-31,1438.19,Delivered,19
1378,1261,186,2024-12-29,1394.58,Delivered,17
1379,1239,139,2024-12-03,568.78,Delivered,58
1380,871,139,2024-12-17,522.19,Delivered,37
1381,1793,127,2024-12-01,1026.42,Delivered,66
1382,1858,283,2024-01-02,1306.4,Delivered,64
1383,1344,138,2024-11-24,725.37,Cancelled,
1384,1669,118,2024-11-27,1443.42,Delivered,24
1385,186,183,2024-04-03,1174.55,Delivered,35
1386,1013,209,2024-07-30,942.44,Delivered,23
1387,1643,268,2024-07-15,686.12,Cancelled,
1388,1104,237,2024-10-01,1249.97,Delivered,20
1389,1190,284,2024-10-22,1187.23,Delivered,59
1390,179,161,2024-04-14,1491.47,Delivered,38
1391,1144,222,2024-02-26,183.41,Delivered,38
1392,1739,300,2024-05-30,744.54,Pending,
1393,1991,208,2024-12-22,414.42,Delivered,22
1394,1971,279,2024-07-12,1126.31,Delivered,38
1395,111,280,2024-12-07,203.28,Delivered,16
1396,301,194,2024-11-15,207.89,Delivered,24
1397,1568,147,2024-03-12,1147.35,Delivered,45
1398,843,285,2024-12-20,1002.79,Delivered,33
1399,228,140,2024-12-11,144.97,Delivered,47
1400,329,103,2024-08-04,1051.86,Cancelled,
1401,1135,283,2024-10-19,802.62,Delivered,42
1402,1908,141,2024-11-05,830.1,Delivered,62
1403,434,203,2024-04-22,649.21,Pending,
1404,1240,120,2024-08-27,768.38,Delivered,67
1405,780,143,2024-11-23,1005.31,Delivered,32
1406,223,127,2024-12-08,1190.32,Delivered,16
1407,491,173,2024-11-06,191.45,Delivered,63
1408,1864,180,2024-11-12,993.74,Delivered,30
1409,552,122,2024-10-16,162.82,Cancelled,
1410,94,113,2024-12-30,532.05,Delivered,63
1411,579,202,2024-06-10,1152.58,Delivered,23
1412,1440,273,2024-11-26,1355.12,Pending,
1413,207,229,2024-03-17,133.16,Delivered,45
1414,1201,110,2024-11-09,1055.32,Delivered,55
1415,192,284,2024-11-13,1230.47,Delivered,64
1416,1472,142,2024-09-13,822.82,Pending,
1417,1906,297,2024-12-20,283.68,Delivered,38
1418,1277,211,2024-12-15,1183.85,Delivered,30
1419,428,257,2024-03-19,893.66,Cancelled,
1420,200,104,2024-12-25,533.36,Delivered,46
1421,193,217,2024-12-29,513.85,Delivered,32
1422,1181,194,2024-02-06,350.86,Cancelled,
1423,529,222,2024-08-14,1010.41,Delivered,22
1424,1991,246,2024-07-05,1302.6,Delivered,41
1425,1756,259,2024-03-07,717.16,Pending,
1426,1731,260,2024-07-10,216.89,Delivered,47
1427,922,168,2024-12-15,159.75,Delivered,62
1428,1620,163,2024-10-14,111.12,Delivered,33
1429,770,141,2024-02-07,412.27,Cancelled,
1430,1371,124,2024-11-29,999.48,Cancelled,
1431,224,122,2024-11-06,1384.44,Delivered,64
1432,888,152,2024-02-03,544.2,Cancelled,
1433,436,280,2024-02-28,489.73,Delivered,49
1434,319,221,2024-11-13,548.26,Delivered,53
1435,1586,198,2024-12-21,606.09,Delivered,45
1436,438,114,2024-11-01,1433.7,Delivered,32
1437,517,263,2024-11-09,196.96,Delivered,20
1438,611,283,2024-08-02,834.69,Delivered,26
1439,1701,114,2024-12-27,699.95,Delivered,25
1440,407,190,2024-09-03,765.7,Delivered,59
1441,895,191,2024-10-19,644.79,Delivered,50
1442,1604,253,2024-12-16,1035.15,Delivered,35
1443,1361,288,2024-06-11,119.86,Cancelled,
1444,1913,138,2024-06-11,259.05,Delivered,31
1445,1067,285,2024-11-28,1420.65,Delivered,55
1446,921,264,2024-02-19,151.08,Delivered,41
1447,1427,240,2024-11-03,628.58,Delivered,28
1448,1951,149,2024-10-22,1437.15,Delivered,67
1449,746,105,2024-11-19,802.92,Delivered,59
1450,1023,267,2024-07-30,674.54,Delivered,68
1451,1111,210,2024-06-20,258.73,Delivered,44
1452,878,196,2024-12-08,327.72,Delivered,39
1453,584,269,2024-08-11,987.75,Delivered,20
1454,1651,127,2024-11-01,962.76,Delivered,21
1455,1017,292,2024-10-05,239.58,Cancelled,
1456,1031,249,2024-12-07,505.87,Delivered,28
1457,457,299,2024-07-14,260.3,Cancelled,
1458,1947,132,2024-08-25,678.11,Delivered,15
1459,1925,196,2024-09-16,497.05,Delivered,34
1460,1718,207,2024-01-03,1360.26,Delivered,17
1461,32,107,2024-11-23,1277.08,Pending,
1462,1680,290,2024-06-20,338.58,Delivered,30
1463,1139,201,2024-12-11,650.64,Delivered,66
1464,1909,248,2024-11-21,646.58,Delivered,40
1465,1852,182,2024-08-11,423.36,Delivered,47
1466,243,262,2024-07-19,1280.24,Delivered,68
1467,1133,141,2024-04-14,230.56,Delivered,42
1468,24,261,2024-03-19,138.95,Pending,
1469,1886,121,2024-01-13,1139.28,Delivered,44
1470,1300,262,2024-04-05,435.61,Delivered,34
1471,397,238,2024-07-12,1178.55,Delivered,32
1472,170,137,2024-11-22,1478.72,Delivered,22
1473,941,253,2024-11-09,495.45,Delivered,20
1474,159,227,2024-04-16,647.12,Cancelled,
1475,1630,106,2024-09-06,1442.9,Delivered,28
1476,1408,208,2024-06-09,986.97,Cancelled,
1477,1656,142,2024-10-31,1365.09,Delivered,22
1478,1999,188,2024-09-04,1492.88,Pending,
1479,11,141,2024-05-10,1397.22,Delivered,53
1480,61,238,2024-12-02,1165.35,Delivered,70
1481,748,130,2024-01-16,558.56,Delivered,20
1482,1491,278,2024-05-17,483.13,Delivered,20
1483,714,282,2024-05-30,753.86,Cancelled,
1484,894,232,2024-04-08,450.13,Delivered,58
1485,1733,284,2024-11-25,244.05,Delivered,25
1486,1627,153,2024-09-06,706.86,Cancelled,
1487,868,253,2024-06-12,972.08,Delivered,42
1488,410,246,2024-11-19,1247.08,Cancelled,
1489,343,109,2024-05-09,921.62,Delivered,53
1490,1694,266,2024-09-28,593.15,Delivered,22
1491,369,183,2024-04-05,600.84,Delivered,28
1492,1346,196,2024-06-09,271.23,Delivered,59
1493,23,284,2024-11-29,894.46,Delivered,29
1494,1151,117,2024-11-04,397.05,Delivered,21
1495,1149,172,2024-12-09,204.75,Delivered,58
1496,1549,212,2024-11-20,377.41,Delivered,66
1497,1012,228,2024-11-17,689.73,Delivered,43
1498,351,254,2024-11-24,430.99,Delivered,33
1499,37,265,2024-10-21,1483.14,Cancelled,
1500,583,134,2024-07-25,151.81,Pending,
1501,1881,236,2024-12-11,122.78,Cancelled,
1502,195,207,2024-05-20,544.07,Delivered,40
1503,164,243,2024-09-09,957.25,Delivered,34
1504,1427,217,2024-11-24,1454.01,Delivered,68
1505,766,259,2024-11-14,166.97,Delivered,23
1506,216,183,2024-08-11,416.88,Delivered,27
1507,1483,195,2024-10-02,1485.39,Delivered,31
1508,1810,112,2024-12-30,526.01,Delivered,36
1509,1409,257,2024-07-13,477.88,Delivered,23
1510,1195,218,2024-11-20,1306.65,Delivered,55
1511,916,272,2024-12-03,436.73,Cancelled,
1512,1355,226,2024-06-13,1181.7,Cancelled,
1513,463,124,2024-11-18,1095.93,Delivered,50
1514,1712,163,2024-04-15,1072.95,Delivered,46
1515,124,155,2024-11-13,755.41,Delivered,27
1516,999,127,2024-12-22,926.73,Pending,
1517,1053,181,2024-06-08,1091.92,Delivered,69
1518,1034,128,2024-04-22,1383.38,Delivered,43
1519,1778,259,2024-07-23,363.13,Delivered,42
1520,337,276,2024-12-25,908.14,Delivered,24
1521,945,128,2024-05-03,123.22,Cancelled,
1522,384,169,2024-12-12,843.24,Delivered,31
1523,243,241,2024-11-27,396.89,Delivered,47
1524,883,231,2024-11-28,481.62,Delivered,18
1525,1329,198,2024-08-04,371.5,Delivered,40
1526,362,253,2024-12-08,791.06,Delivered,21
1527,1396,113,2024-02-26,407.41,Delivered,17
1528,1179,169,2024-12-04,241.44,Delivered,54
1529,1433,284,2024-07-20,241.83,Delivered,46
1530,422,144,2024-06-26,991.66,Delivered,61
1531,7,125,2024-12-28,1080.66,Cancelled,
1532,1514,179,2024-12-18,434.07,Delivered,58
1533,143,143,2024-12-27,737.3,Delivered,57
1534,972,210,2024-11-11,1464.12,Delivered,25
1535,1392,295,2024-10-31,593.0,Cancelled,
1536,1195,101,2024-05-06,761.6,Delivered,67
1537,36,246,2024-05-28,1269.5,Pending,
1538,1031,143,2024-02-18,239.99,Delivered,43
1539,1005,289,2024-10-06,460.28,Cancelled,
1540,520,194,2024-06-29,521.59,Delivered,48
1541,1587,270,2024-11-01,778.1,Delivered,58
1542,1064,287,2024-03-16,1470.09,Delivered,57
1543,291,192,2024-05-05,908.62,Delivered,38
